iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,iniTextoSubstCampo,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,resultado,reuniao,tipoReuniao,PSD,CH,IL,BE,PS,L,PCP,PAN,data,descricao,iniAnexos,idComissao,nomeComissao,competenteComissao,unanime,ausencias,António Maló De Abreu (Ninsc),peticoes,iniObs,publicacao,iniciativasOrigem,ano,leg
210,103647,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Recarga artificial de aquíferos para reforço da eficiência hídrica,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396c4d445934596a63305953307a4e544d794c5451314e7a67744f54526a4f433078596a526d4d324a694d445a6d4e574d755a47396a&fich=e068b74a-3532-4578-94c8-1b4f3bb06f5c.doc&Inline=true,,,,151855,PSD,,Votação final global,G,Grupos Parlamentares,PSD,Aprovado,61,RP,A Favor,A Favor,A Favor,Abstenção,Abstenção,Abstenção,Abstenção,A Favor,2022-12-02,Texto Final apresentado pela Comissão de Ambiente e Energia relativo ao Projeto de Resolução n.º 210/XV/1.ª (PSD),,8335,Comissão de Ambiente e Energia,S,,,,,,,,2022,l15
143,103661,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Recomenda ao Governo que garanta o direito de acesso ao ensino de português no estrangeiro aos portugueses e lusodescendentes que residam no estrangeiro,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4e4445794d7a49314e6930354f54557a4c54526c597a5574596a4d314f5330304f57566b595752685a4463315a546b755a47396a65413d3d&fich=d4123256-9953-4ec5-b359-49edadad75e9.docx&Inline=true,,,,131698,PAN,,Votação na generalidade,G,Grupos Parlamentares,PAN,Rejeitado,61,RP,Abstenção,A Favor,Abstenção,A Favor,Contra,A Favor,A Favor,A Favor,2022-12-02,,,8326,Comissão de Negócios Estrangeiros e Comunidades Portuguesas,S,,,,,,,,2022,l15
142,103663,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,"Recomenda ao Governo que defenda o Ensino de Português como Língua Materna no Estrangeiro
",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338794e6d5a6b4e54426a4e6931694d4445314c5451304d3259744f5455314e533035595459785a574e6b4e7a45795a6a6b755a47396a65413d3d&fich=26fd50c6-b015-443f-9555-9a61ecd712f9.docx&Inline=true,,,,131692,L,,Votação na generalidade,G,Grupos Parlamentares,L,Rejeitado,61,RP,Abstenção,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,A Favor,2022-12-02,,,8326,Comissão de Negócios Estrangeiros e Comunidades Portuguesas,S,,,,,,,,2022,l15
121,103668,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Pela valorização dos profissionais de saúde e do SNS na região do Algarve,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396d4d57597a5a44686b4f53307859544d774c54526d4e5449744f4445784e53307a596d4530595755335a445a6d4d6a49755a47396a65413d3d&fich=f1f3d8d9-1a30-4f52-8115-3ba4ae7d6f22.docx&Inline=true,,,,121627,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,61,RP,Abstenção,A Favor,Abstenção,A Favor,Contra,A Favor,A Favor,A Favor,2022-12-02,,,8337,"Comissão de Administração Pública, Ordenamento do Território e Poder Local",S,,,,,,,,2022,l15
120,103666,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Reforço do Hospital dos Covões e da capacidade assistencial do Serviço Nacional de Saúde em Coimbra,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a4d4445314d6d55324e6930334e6a51774c54517a595455745957566c4d7930305a4468685932566a596a52685a6a45755a47396a65413d3d&fich=30152e66-7640-43a5-aee3-4d8acecb4af1.docx&Inline=true,,,,121626,BE,,Votação na generalidade,G,Grupos Parlamentares,BE,Rejeitado,61,RP,A Favor,A Favor,Abstenção,A Favor,Contra,A Favor,A Favor,A Favor,2022-12-02,,,8333,Comissão de Saúde,S,,,,,,,,2022,l15
115,103665,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,"Pela autonomia dos Hospitais de Coimbra, valorização do Hospital Geral dos Covões e pela reversão do processo de fusão dos hospitais do CHUC, E.P.E.",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a4d3259344d544e6a4d7930785a446b794c54526a4e4749744f5745784e6930794f54426d4e4451314d3245354f4449755a47396a65413d3d&fich=33f813c3-1d92-4c4b-9a16-290f4453a982.docx&Inline=true,,,,121617,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,61,RP,A Favor,A Favor,Abstenção,A Favor,Contra,A Favor,A Favor,A Favor,2022-12-02,,,8333,Comissão de Saúde,S,,,,,,,,2022,l15
113,103670,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Acesso a terapêuticas inovadoras para o cancro da mama ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533877597a646a4e7a63795a53316d5a4749304c545135595449744f54646b4e4330774d5463314f474a6a4e6a59785a4449755a47396a65413d3d&fich=0c7c772e-fdb4-49a2-97d4-01758bc661d2.docx&Inline=true,,,,121615,BE,,Votação na generalidade,G,Grupos Parlamentares,BE,Rejeitado,61,RP,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,A Favor,2022-12-02,,,8333,Comissão de Saúde,S,,,,,,,,2022,l15
112,103646,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Recomenda ao Governo que estabeleça a obrigatoriedade de sistemas de reciclagem/reutilização de águas cinzentas em novas construções e considere a elegibilidade desses sistemas para apoios financeiros através do fundo ambiental,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339684d4449305a4459304e793169596d597a4c545177597a4d74595467304d43316d4d325a684e444d774d5749304e6d45755a47396a&fich=a024d647-bbf3-40c3-a840-f3fa4301b46a.doc&Inline=true,,,,121612,L,,Votação final global,G,Grupos Parlamentares,L,Aprovado,61,RP,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,Abstenção,A Favor,2022-12-02,Texto Final apresentado pela Comissão de Ambiente e Energia relativo ao Projeto de Resolução n.º 112/XV/1.ª (L) ,,8335,Comissão de Ambiente e Energia,N,,,,,,,,2022,l15
104,103662,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Pelo direito das crianças e jovens portuguesas e lusodescendentes a um ensino de português de qualidade e gratuito no estrangeiro,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338785a5751304d574d305a6930325a5751354c54526d596d51744f444d334e5330785a54526d5a6d55774e4759354d7a41755a47396a&fich=1ed41c4f-6ed9-4fbd-8375-1e4ffe04f930.doc&Inline=true,,,,121601,CH,,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,61,RP,Abstenção,A Favor,A Favor,A Favor,Contra,Abstenção,Abstenção,A Favor,2022-12-02,,,8326,Comissão de Negócios Estrangeiros e Comunidades Portuguesas,S,,,,,,,,2022,l15
97,103645,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Aumentar a reutilização de águas residuais tratadas ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339695a4441324d324a6c4d53316b4f4467344c5451775a6d5174596d49324e69307a5a4445794d7a466c597a426b4e3249755a47396a&fich=bd063be1-d888-40fd-bb66-3d1231ec0d7b.doc&Inline=true,,,,121593,PSD,,Votação final global,G,Grupos Parlamentares,PSD,Aprovado,61,RP,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,A Favor,2022-12-02,Texto Final apresentado pela Comissão de Ambiente e Energia relativo ao Projeto de Resolução n.º 97/XV/1.ª (PSD),,8335,Comissão de Ambiente e Energia,S,,,,,,,,2022,l15
35,103687,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Recomenda ao Governo que aumente a informação disponibilizada no portal “Mais Transparência” e que crie um focus group com representantes da sociedade civil para avaliar as melhorias que podem ser introduzidas neste portal,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e6d51774d546b78597930334d6d51794c54526b5a574574596d49784d7930324f54646d597a59305a474d304d5455755a47396a65413d3d&fich=56d0191c-72d2-4dea-bb13-697fc64dc415.docx&Inline=true,,,,121419,PAN,Substituição do texto da iniciativa a pedido do autor em 2022-11-29.,Votação Deliberação,D,Deputados,PAN,Rejeitado,61,RP,Abstenção,Abstenção,Abstenção,A Favor,Contra,A Favor,Abstenção,A Favor,2022-12-02,,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2022,l15
34,103686,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Recomenda ao Governo que crie uma assembleia de cidadãos para monitorização da aplicação dos fundos europeus e que garanta a participação das organizações não-governamentais de ambiente na Comissão Nacional de Acompanhamento do Plano de Recuperação e Resiliência,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338305a6a59354e6a6b7a4f4330334e4755794c54526a5a6a4d74595459305a6931694d7a6730595451345a6a4d31595745755a47396a65413d3d&fich=4f696938-74e2-4cf3-a64f-b384a48f35aa.docx&Inline=true,,,,121418,PAN,,Votação na generalidade,D,Deputados,PAN,Rejeitado,61,RP,Contra,Abstenção,Contra,A Favor,Contra,A Favor,Abstenção,A Favor,2022-12-02,,,8330,"Comissão de Economia, Obras Públicas, Planeamento e Habitação",S,,,,,,,,2022,l15
4,103678,I,I,Inquérito Parlamentar,XV,1,2022-03-29,2023-09-14,Comissão Eventual de Inquérito Parlamentar para avaliação da gestão da pandemia por COVID19,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338335a4452684d54426a597930354d5451344c545130597a5974595759794f5330784e446c6b4d7a63794d6a67344e5451755a47396a65413d3d&fich=7d4a10cc-9148-44c6-af29-149d37228854.docx&Inline=true,,,,152039,CH,Substituição do texto da iniciativa a pedido do autor em 2022-11-04 e 2022-11-10. ,Votação Deliberação,G,Grupos Parlamentares,CH,Rejeitado,61,RP,Abstenção,A Favor,A Favor,Abstenção,Contra,Contra,Abstenção,Contra,2022-12-02,,,,,,,,,,,,,2022,l15
216,103648,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Incentivar as infraestruturas verdes e a instalação de sistemas de aproveitamento de águas pluviais,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953387a4d7a6732595445775a69307a596a426b4c5451784d7a4574596a4a68597930344d446732593259355a544d345a446b755a47396a&fich=3386a10f-3b0d-4131-b2ac-8086cf9e38d9.doc&Inline=true,,,,151863,PSD,,Votação final global,G,Grupos Parlamentares,PSD,Aprovado,61,RP,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,Abstenção,A Favor,2022-12-02,Texto Final apresentado pela Comissão de Ambiente e Energia relativo ao Projeto de Resolução n.º 216/XV/1.ª (PSD),,8335,Comissão de Ambiente e Energia,N,,,,,,,,2022,l15
300,103656,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Deslocação do Presidente da República a Cabo Verde,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396d4f5459345a5463784e6930794f474d334c5451335a445974596a5a6a4f4331684e7a6c6b5a5751794e3245784e6d4d755a47396a&fich=f968e716-28c7-47d6-b6c8-a79ded27a16c.doc&Inline=true,,,,152087,,,Votação Deliberação,R,PAR,PAR,Aprovado,61,RP,A Favor,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2022-12-02,,,8326,Comissão de Negócios Estrangeiros e Comunidades Portuguesas,S,,,,,,,,2022,l15
295,103672,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Pelo incentivo à criação de Medidas de Recuperação de Rastreios do Cancro da Mama e à aprovação do financiamento de terapêutica por Lynparza® (Olaparib),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396c4e546b784e5755795979307a4e6d4d304c5451795a444d74595759795a693030597a51785a6a6b794f5445334e7a55755a47396a65413d3d&fich=e5915e2c-36c4-42d3-af2f-4c41f9291775.docx&Inline=true,,,,152074,CH,,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,61,RP,A Favor,A Favor,A Favor,A Favor,Contra,Abstenção,Abstenção,A Favor,2022-12-02,,,,,,,,,,,,,2022,l15
205,103660,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Determina o fim da cobrança de propina/taxa de inscrição aos jovens portugueses e lusodescendentes que frequentem ou venham a frequentar o Ensino de Português no Estrangeiro, procedendo para o efeito à alteração ao Decreto-Lei n.º 165/2006, de 11 de agosto",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d474a6a5a5442694d4330334d6a63794c5452694d7a51744f54637a4d43316d4d6a566c4d6a63334e6d45324f4751755a47396a65413d3d&fich=d0bce0b0-7272-4b34-9730-f25e2776a68d.docx&Inline=true,,,,131702,PAN,,Votação na generalidade,G,Grupos Parlamentares,PAN,Rejeitado,61,RP,Abstenção,A Favor,Abstenção,A Favor,Contra,A Favor,A Favor,A Favor,2022-12-02,,,8326,Comissão de Negócios Estrangeiros e Comunidades Portuguesas,S,,,,,,,,2022,l15
362,103681,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Interdita a ocorrência de voos civis noturnos, salvo aterragens de emergência ou outros motivos atendíveis",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533831597a63784f57566d4e79316d5a6a4a6d4c5451324d574974596d5a6c5a5330354f4467785a475a694e546b774e7a63755a47396a&fich=5c719ef7-ff2f-461b-bfee-9881dfb59077.doc&Inline=true,,,,152032,BE,,Votação na generalidade,G,Grupos Parlamentares,BE,Rejeitado,61,RP,Abstenção,Contra,Abstenção,A Favor,Contra,A Favor,A Favor,A Favor,2022-12-02,,,8335,Comissão de Ambiente e Energia,S,,,,,,,,2022,l15
29,103649,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Conclui a transposição da Diretiva (UE) 2017/541, alterando designadamente a Lei n.º 52/2003, de 22 de agosto (Lei de Combate ao Terrorismo)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338774d5749314d6d45315a533169596d51334c5451344f444d744f4745785a6931684d3245354e6a63785a6a6731596a45755a47396a65413d3d&fich=01b52a5e-bbd7-4883-8a1f-a3a9671f85b1.docx&Inline=true,,,,141829,,,Votação final global,V,Governo,Governo,Aprovado,61,RP,A Favor,Abstenção,Abstenção,Abstenção,A Favor,Abstenção,Abstenção,A Favor,2022-12-02,"Texto Final apresentado pela Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias relativo à Proposta de Lei n.º 29/XV/1.ª (GOV) ",,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",N,,,,,,,,2022,l15
368,103676,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Pela igualdade na disponibilização dos manuais escolares,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338335a4441775a44466c4e5331685a4459334c5451354d4745744f44457a4d7930774e7a67334e574933596d4934596a45755a47396a65413d3d&fich=7d00d1e5-ad67-490a-8133-07875b7bb8b1.docx&Inline=true,,,,152066,IL,,Votação na generalidade,G,Grupos Parlamentares,IL,Rejeitado,61,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Abstenção,2022-12-02,,,8332,Comissão de Educação e Ciência,S,,,,,,,,2022,l15
369,103673,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Aumenta os prazos de prescrição para os crimes de falsificação de documentos e crimes fiscais e prevê novas causas de suspensão ou de interrupção na contagem dos prazos de prescrição do procedimento criminal,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396c4e6d566b4e6a6b325a6930344d6a63344c54526a4f475174595755345953316d5a6a6c684f57526a59324e6b595751755a47396a65413d3d&fich=e6ed696f-8278-4c8d-ae8a-ff9a9dcccdad.docx&Inline=true,,,,152079,PAN,,Votação na generalidade,G,Grupos Parlamentares,PAN,Rejeitado,61,RP,Contra,Abstenção,Contra,Abstenção,Contra,Abstenção,Abstenção,A Favor,2022-12-02,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2022,l15
370,103674,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Alteração dos prazos de prescrição dos crimes sexuais contra menores e de um conjunto de crimes de corrupção,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338335a4455795a44646c4f5330775a6a63784c545177596a45744f5745775a6930775a5745774f446b354d7a49334d6a45755a47396a65413d3d&fich=7d52d7e9-0f71-40b1-9a0f-0ea089932721.docx&Inline=true,,,,152080,CH,,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,61,RP,Contra,A Favor,Abstenção,Contra,Contra,Contra,Contra,Abstenção,2022-12-02,,,8325,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,,,,,,,,2022,l15
371,103691,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Alteração do regime processual do incidente de revisão da incapacidade ou da pensão,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396d4d575a6d596a4d32595331684e54426a4c5451794e7a45744f5467785a43316c4e4759314e324d325a574a6d4e6d4d755a47396a65413d3d&fich=f1ffb36a-a50c-4271-981d-e4f57c6ebf6c.docx&Inline=true,,,,152082,CH,,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,61,RP,Abstenção,A Favor,Contra,Abstenção,Contra,Abstenção,Abstenção,Abstenção,2022-12-02,,,8334,"Comissão de Trabalho, Segurança Social e Inclusão",S,,,,,,,,2022,l15
372,103692,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Regime relativo à reparação dos danos emergentes de acidentes de trabalho dos praticantes desportivos profissionais,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338344e6a466a4f5451324d79316a4e6d526d4c5451785a6d59744f575a684f5330344e54466c4d474e6a59324e6c595759755a47396a65413d3d&fich=861c9463-c6df-41ff-9fa9-851e0cccceaf.docx&Inline=true,,,,152083,CH,,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,61,RP,Abstenção,A Favor,Abstenção,Abstenção,Contra,Abstenção,Abstenção,Contra,2022-12-02,,,8334,"Comissão de Trabalho, Segurança Social e Inclusão",S,,,,,,,,2022,l15
373,103677,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Extensão da medida de disponibilização gratuita dos manuais escolares a todos os alunos na escolaridade obrigatória que frequentem o ensino privado e cooperativo (Terceira alteração à Lei n.º 47/2006, de 28 de agosto)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533831596a42685a6a41304d7931694e3259304c5451345a574d74596a64684d4330354d7a49784d6a6c6b4e7a51784f446b755a47396a65413d3d&fich=5b0af043-b7f4-48ec-b7a0-932129d74189.docx&Inline=true,,,,152084,PSD,,Votação na generalidade,G,Grupos Parlamentares,PSD,Rejeitado,61,RP,A Favor,A Favor,A Favor,Contra,Contra,Contra,Contra,Abstenção,2022-12-02,,,8332,Comissão de Educação e Ciência,S,,,,,,,,2022,l15
